Consulta 1: 
"año","mes","atenciones_perdidas"
"2024","1","58"
"2024","2","54"
"2024","3","42"
"2024","4","52"
"2024","5","51"
"2024","6","41"
"2024","7","54"
"2024","8","54"
"2024","9","59"
"2024","10","63"
"2024","11","42"
"2024","12","51"
"2025","1","51"
"2025","2","53"
"2025","3","55"
"2025","4","36"
"2025","5","56"
"2025","6","49"
"2025","7","52"
"2025","8","39"

Consulta 2:
"ID","Nombres","Apellidos","cuenta"
1899,"Miguel","Silva Soto","1"
278,"Pedro","Rojas Soto","1"
2614,"Luis Pedro","Rodríguez Espinoza","1"
1331,"Sofía","Espinoza Contreras","1"
929,"Diego Miguel","Contreras López","1"
1552,"Andrés","Rojas Rodríguez","1"
2740,"Antonio","Rodríguez Rodríguez","1"
1811,"Luis Marta","Muñoz","1"
2541,"Francisco Luis","Martínez","1"
2469,"Ana","Valenzuela Valenzuela","1"
529,"Diego","Muñoz Soto","1"
2686,"Marta","Contreras Silva","1"
1018,"Luis","Muñoz","1"
1833,"Ana Luis","Torres Contreras","1"
2025,"Juan","López","1"
113,"Luis","Contreras Valenzuela","1"
1682,"Laura Ana","Rojas Contreras","1"
2420,"Pedro","Contreras","1"
2983,"Paula","Morales Sepúlveda","1"
658,"Juan Carmen","Martínez","1"
2990,"Luis","Soto Rodríguez","1"
1289,"Diego Lucía","Martínez","1"
802,"Luis","Pérez Flores","1"
815,"Paula","Valenzuela","1"
1422,"Carmen","González Hernández","1"
2332,"Laura Daniel","González Torres","1"
1857,"Daniel","Martínez Rodríguez","1"
2504,"Laura","Rodríguez Pérez","1"
1705,"Sofía","González","1"
769,"Antonio Laura","Espinoza","1"
1829,"Andrés María","Espinoza Hernández","1"
1550,"Daniel","Sepúlveda Espinoza","1"
2352,"Diego Lucía","Araya Hernández","1"
2057,"Andrés","Silva Pérez","1"
743,"Javier","Sepúlveda Araya","1"
2063,"Francisco Paula","Morales","1"
963,"Paula","Rodríguez Flores","1"
2533,"Lucía","Araya Soto","1"
1662,"Ana","Contreras Torres","1"
823,"Marta Javier","Rojas Rojas","1"
2796,"Paula Andrés","Pérez Soto","1"
241,"Miguel","Torres Silva","1"
2116,"Marta Luis","Fuentes Pérez","1"
1936,"Pedro","Valenzuela","1"
1942,"Francisco","González Muñoz","1"
714,"Paula","Hernández","1"
2275,"Javier","Torres Rojas","1"
1920,"Antonio","González Valenzuela","1"
1321,"Andrés Diego","Muñoz López","1"
2667,"Ana","Fuentes Morales","1"
534,"Juan Andrés","Rojas","1"
1049,"Lucía Andrés","Torres Valenzuela","1"
1967,"Paula","López Muñoz","1"
2575,"Laura","Espinoza Sepúlveda","1"
1786,"Carmen Carmen","Muñoz González","1"
1403,"Javier Andrés","Flores","1"
2791,"Paula Miguel","Rodríguez Morales","1"
1098,"María","Flores","1"
186,"Ana","Silva Espinoza","1"
2920,"Ana","González Fuentes","1"
2198,"Isabel Ana","Valenzuela","1"
1952,"Carmen","Pérez Soto","1"
1679,"Paula","Contreras Torres","1"
1900,"Paula","Rodríguez Contreras","1"
27,"Pedro","Fuentes","1"
811,"Laura","Flores Araya","1"
496,"Juan","Contreras Rodríguez","1"
2752,"Pedro Daniel","Morales","1"
2829,"Diego José","Araya","1"
1616,"Laura","Fuentes","1"
1845,"María","Díaz Rodríguez","1"
1009,"Juan","Sepúlveda Morales","1"
1460,"Isabel","Díaz","1"
607,"Pedro","Rodríguez Fuentes","1"
2675,"José","Flores Rojas","1"
438,"Carmen","Flores","1"
258,"Andrés","Muñoz González","1"
378,"María","Muñoz","1"
2073,"María","Pérez Fuentes","1"
483,"Marta","Sepúlveda","1"
379,"Pedro Antonio","González Fuentes","1"
1062,"Laura","Martínez López","1"
108,"Antonio Pedro","Martínez","1"
1848,"Miguel","Fuentes","1"
127,"Sofía","Hernández Soto","1"
1285,"Ana","Sepúlveda Rojas","1"
1583,"Lucía","Araya López","1"
567,"Daniel","Fuentes Díaz","1"
2150,"Pedro","Díaz Rodríguez","1"
2987,"Javier","Hernández","1"
676,"Paula Paula","Valenzuela","1"
507,"Pedro","López Torres","1"
2951,"Paula","Hernández Muñoz","1"
1336,"Javier","Espinoza Martínez","1"
2839,"Pedro","González Rojas","1"
2760,"Antonio","Espinoza Rodríguez","1"
2218,"Lucía Carmen","Morales Araya","1"
532,"Juan","Valenzuela Morales","1"
259,"Daniel","González","1"
519,"Daniel","Morales Fuentes","1"
172,"Sofía","Hernández","1"
2303,"Carmen","Rodríguez Martínez","1"
1038,"María","Muñoz Morales","1"
2149,"Sofía","Valenzuela Valenzuela","1"
2745,"Juan Antonio","Flores Sepúlveda","1"
1923,"Pedro Juan","Díaz Rojas","1"
2012,"Isabel","Sepúlveda González","1"
2151,"José Javier","Espinoza Rojas","1"
1217,"Lucía","Contreras","1"
296,"Javier Diego","Fuentes Sepúlveda","1"
138,"Carmen","Flores Sepúlveda","1"
1870,"Miguel","Rodríguez Flores","1"
2538,"Francisco","Flores López","1"
1956,"Isabel Marta","Fuentes Araya","1"
904,"Laura","Contreras","1"
2005,"Isabel Juan","Hernández Sepúlveda","1"
2967,"Paula Isabel","Hernández Torres","1"
1337,"Andrés","Fuentes Valenzuela","1"
2329,"Laura","Contreras","1"
2682,"Marta","Morales Araya","1"
2594,"Javier","Araya Sepúlveda","1"
2306,"Marta","Hernández González","1"
2800,"Marta","Rodríguez","1"
2919,"Carmen","Hernández Torres","1"
469,"María","Rojas Torres","1"
683,"Pedro María","Torres","1"
118,"Isabel Marta","Torres Díaz","1"
2380,"Luis Diego","Muñoz Contreras","1"
1986,"Sofía","Espinoza","1"
2255,"Marta","Pérez","1"
194,"Pedro Daniel","Díaz Rojas","1"
1620,"Carmen","Rodríguez Rojas","1"
883,"Andrés Miguel","Muñoz Silva","1"
1632,"Javier","Espinoza","1"
224,"Paula","Araya","1"
719,"María","Martínez Morales","1"
2591,"Antonio","Morales Torres","1"
756,"Francisco","González Valenzuela","1"
2105,"Francisco","Contreras Soto","1"
442,"Francisco","Contreras Contreras","1"
354,"Sofía","Fuentes Morales","1"
1238,"Andrés","Hernández","1"
479,"Juan","Valenzuela","1"
2087,"Javier","Flores Espinoza","1"
1354,"Ana Ana","Sepúlveda Morales","1"
1976,"Diego","Torres Morales","1"
1574,"Paula","Martínez","1"
1257,"Juan","Morales Torres","1"
657,"Diego","Araya","1"
1503,"Juan","Rojas Espinoza","1"
1306,"Marta","Torres Contreras","1"
474,"Andrés Javier","González González","1"
1961,"Paula","Valenzuela Pérez","1"
935,"Daniel Andrés","Araya","1"
675,"Marta","Espinoza","1"
2557,"Pedro","Torres Rojas","1"
2498,"Francisco Paula","Díaz Silva","1"
435,"Juan","Fuentes","1"
2582,"Andrés","Pérez González","1"
2577,"Pedro","López","1"
732,"Sofía Luis","Valenzuela Hernández","1"
826,"José","Valenzuela González","1"
431,"Andrés José","Valenzuela","1"
1615,"Miguel Lucía","Espinoza Silva","1"
436,"Sofía","González","1"
2501,"Juan Luis","Rodríguez Morales","1"
1567,"Sofía","Rojas Rodríguez","1"
2160,"Sofía","Hernández","1"
263,"Luis","Pérez Espinoza","1"
